Fold,Site,N_Samples,ACC,AUC,F1,Sens,Spec,TN,FP,FN,TP
4,KKI,10,0.2,0.04166666666666666,0.3333333333333333,0.5,0.0,0,6,2,2
4,LEUVEN,13,0.3076923076923077,0.3333333333333333,0.18181818181818182,0.16666666666666666,0.42857142857142855,3,4,5,1
4,MAX_MUN,9,0.5555555555555556,0.6,0.5,0.5,0.6,3,2,2,2
4,NYU,35,0.7428571428571429,0.7633333333333333,0.7272727272727273,0.8,0.7,14,6,3,12
4,OHSU,6,0.3333333333333333,0.22222222222222224,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,2,2,1
4,OLIN,6,0.16666666666666666,0.22222222222222224,0.0,0.0,0.3333333333333333,1,2,3,0
4,PITT,11,0.6363636363636364,0.6,0.6,0.6,0.6666666666666666,4,2,2,3
4,SBL,6,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,2,2,1
4,SDSU,8,0.875,0.6666666666666666,0.8,0.6666666666666666,1.0,5,0,1,2
4,STANFORD,8,0.625,0.75,0.5714285714285714,0.5,0.75,3,1,2,2
4,TRINITY,9,0.5555555555555556,0.6,0.6,0.75,0.4,2,3,1,3
4,UCLA,19,0.5789473684210527,0.7045454545454546,0.6,0.5454545454545454,0.625,5,3,5,6
4,UM,28,0.6785714285714286,0.6666666666666667,0.6896551724137931,0.7692307692307693,0.6,9,6,3,10
4,USM,14,0.5,0.4888888888888888,0.631578947368421,0.6666666666666666,0.2,1,4,3,6
4,YALE,11,0.9090909090909091,0.8666666666666667,0.9230769230769231,1.0,0.8,4,1,0,6
5,CALTECH,8,0.625,0.5625,0.5714285714285714,0.5,0.75,3,1,2,2
5,CMU,5,0.4,0.0,0.5714285714285714,0.6666666666666666,0.0,0,2,1,2
5,KKI,10,0.4,0.5,0.4,0.5,0.3333333333333333,2,4,2,2
5,LEUVEN,12,0.3333333333333333,0.37142857142857144,0.0,0.0,0.5714285714285714,4,3,5,0
5,MAX_MUN,11,0.45454545454545453,0.43333333333333335,0.4,0.4,0.5,3,3,3,2
5,NYU,35,0.6285714285714286,0.7333333333333333,0.6060606060606061,0.6666666666666666,0.6,12,8,5,10
5,OHSU,5,0.6,0.5,0.5,0.5,0.6666666666666666,2,1,1,1
5,OLIN,7,0.7142857142857143,0.75,0.6666666666666666,0.5,1.0,3,0,2,2
5,PITT,11,0.5454545454545454,0.5,0.5454545454545454,0.5,0.6,3,2,3,3
5,SBL,6,0.5,0.33333333333333337,0.4,0.3333333333333333,0.6666666666666666,2,1,2,1
5,SDSU,8,0.375,0.19999999999999998,0.2857142857142857,0.3333333333333333,0.4,2,3,2,1
5,STANFORD,7,0.2857142857142857,0.16666666666666666,0.2857142857142857,0.3333333333333333,0.25,1,3,2,1
5,TRINITY,9,0.3333333333333333,0.35,0.0,0.0,0.6,3,2,4,0
5,UCLA,20,0.65,0.6767676767676768,0.6956521739130435,0.7272727272727273,0.5555555555555556,5,4,3,8
5,UM,29,0.5172413793103449,0.5523809523809524,0.5625,0.6428571428571429,0.4,6,9,5,9
5,USM,14,0.7142857142857143,0.6666666666666667,0.7777777777777778,0.7777777777777778,0.6,3,2,2,7
5,YALE,10,0.5,0.64,0.4444444444444444,0.4,0.6,3,2,3,2
