Model,Fold,Site,N,ACC,F1,Sens,Spec,TN,FP,FN,TP
TS_Riemann_RBFSVM_mean_centering,5,OHSU,5,0.6,0.5,0.5,0.6666666666666666,2,1,1,1
TS_Riemann_RBFSVM_mean_centering,5,OLIN,7,0.7142857142857143,0.6666666666666666,0.5,1.0,3,0,2,2
TS_Riemann_RBFSVM_mean_centering,5,PITT,11,0.6363636363636364,0.5,0.3333333333333333,1.0,5,0,4,2
TS_Riemann_RBFSVM_mean_centering,5,SBL,6,0.5,0.0,0.0,1.0,3,0,3,0
TS_Riemann_RBFSVM_mean_centering,5,SDSU,8,0.625,0.4,0.3333333333333333,0.8,4,1,2,1
TS_Riemann_RBFSVM_mean_centering,5,STANFORD,7,0.7142857142857143,0.75,1.0,0.5,2,2,0,3
TS_Riemann_RBFSVM_mean_centering,5,TRINITY,9,0.7777777777777778,0.6666666666666666,0.5,1.0,5,0,2,2
TS_Riemann_RBFSVM_mean_centering,5,UCLA,20,0.6,0.6363636363636364,0.6363636363636364,0.5555555555555556,5,4,4,7
TS_Riemann_RBFSVM_mean_centering,5,UM,29,0.5517241379310345,0.5517241379310345,0.5714285714285714,0.5333333333333333,8,7,6,8
TS_Riemann_RBFSVM_mean_centering,5,USM,14,0.7857142857142857,0.8235294117647058,0.7777777777777778,0.8,4,1,2,7
TS_Riemann_RBFSVM_mean_centering,5,YALE,10,0.8,0.8,0.8,0.8,4,1,1,4
